intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime
2.2,3.7,8.5,14.6,96.5,111
1.1,2.1,11.3,14.6,4.3,18.8
1.4,-5.4,7,14.6,33.2,47.8
0.5,4.1,3.8,14.6,32.4,47
2,9,3.6,14.6,9.1,23.8
1.6,3.7,1.6,14.6,26.7,41.3
2.8,-1.3,11.2,14.6,137.8,152.4
1.1,7.6,5.5,14.6,13.7,28.3
0,5,9.6,14.6,112.1,126.6
1.5,3.6,9.4,14.6,31.7,46.4
2.1,-8.2,11.4,14.6,27.8,42.4
1.1,2.1,11.4,14.6,5.4,20
0.8,-0.3,8.1,14.6,17.7,32.3
1,10.4,3,14.6,35.6,50.2
0.8,5.5,5.5,14.6,42.1,56.7
2.4,2.3,0,14.6,55.8,70.4
0.5,1.3,12.8,14.6,28.1,42.8
2.1,8.2,3.5,14.6,93.8,108.4
3.7,7.2,0,14.6,190.1,204.7
4.2,-0.4,8.7,14.6,3.5,18.1
2.1,4.3,8,14.6,82.8,97.4
2.2,0.5,11.8,14.6,51.9,66.5
1.7,-0.4,11.4,14.6,88.3,102.9
2.7,4.5,5.9,14.6,23.1,37.7
0.9,4.8,8.5,14.6,21.3,35.9
0.7,6.1,2,14.6,5.5,20.1
1.5,3.5,9.4,14.6,15.9,30.5
0.6,0.8,13.2,14.6,6.6,21.2
2.1,0.3,9,14.6,26.5,41.1
1,4,9.5,14.6,17.2,31.8
0.9,-1,12.7,14.6,9.1,23.6
3.9,1.3,8.8,14.6,55.4,70
1.9,8.9,3.7,14.6,28.3,42.9
1.6,3.9,8.6,14.6,8.8,23.4
10.1,-2.2,4.1,14.6,11.8,26.4
3.1,6,5.5,14.6,28.3,42.9
0,5.8,8.8,14.6,33.3,47.9
1.4,1,11.7,14.6,15.8,30.4
1.6,4.5,5.2,14.6,16.2,30.8
1,3.4,7.5,14.6,29.2,43.8
1.3,0.6,12.6,14.6,8.4,22.9
1.6,6.1,5.5,14.6,54.6,69.1
0.7,5.1,6.1,14.6,95.3,109.8
1.5,9.5,2.4,14.6,8.2,22.8
4.5,-0.1,9.4,14.6,25.1,39.7
1.6,1.3,0,14.6,17.4,32
3,3.7,6.3,14.6,6.3,21
1,-1.1,11.9,14.6,8.1,22.6
1.1,4.5,8.8,14.6,117.1,131.7
1.5,1.9,11.1,14.6,21.9,36.5
0.9,6,7.3,14.6,30.1,44.7
0,9.1,4.8,14.5,125.6,140.1
2.7,1.2,8,14.5,59.2,73.7
1.1,10,2.4,14.5,12.9,27.4
2,7.9,4.2,14.5,81.5,96
0,4.9,2.8,14.5,31.2,45.7
3.9,4.1,6.4,14.5,28.4,42.9
0.9,11.9,0,14.5,93.4,107.8
0.8,8.5,2.9,14.5,50.1,64.6
1.9,5.7,2.8,14.5,14.3,28.9
1,2.9,10.6,14.5,2.1,16.6
1.3,6,7.2,14.5,7.6,22.1
1.4,0.8,11.7,14.5,52.3,66.8
0.8,2,11.2,14.5,4.4,18.9
0.9,11.4,1.6,14.5,5.8,20.3
1,4.9,7.5,14.5,35.7,50.2
0,6.5,8,14.5,35.3,49.8
0.7,13.5,0,14.5,10,24.4
2.3,0.9,10.6,14.5,7.9,22.4
0,1.7,12.8,14.5,46.7,61.2
1,0,8.4,14.5,34.6,49.1
1,-0.2,12.2,14.5,15.3,29.7
1.5,12.9,0,14.5,40.2,54.7
3,3.7,0,14.5,0.9,15.3
0,5.6,7.8,14.5,5.4,19.9
1.1,6.5,6.8,14.5,4.2,18.7
2,8.1,3.8,14.5,3.6,18.1
0.8,0.6,8.5,14.5,11.3,25.8
1.2,2.1,10.3,14.5,80.6,95.1
0.9,2,11.3,14.5,37.8,52.3
1.4,10.2,2.2,14.5,2.9,17.4
2.1,5.4,5.5,14.5,5.5,19.9
1.9,2.5,10.1,14.5,27,41.4
1.2,8.3,4.3,14.5,2.4,16.9
0.5,0.4,12.9,14.5,32.7,47.2
1.2,6.5,1.5,14.5,12.5,26.9
0,12.1,2.3,14.5,21.5,36
1.9,9.8,2.7,14.5,7.7,22.2
1.7,0.7,11.7,14.5,69.7,84.3
3.6,4.9,5.7,14.5,5.2,19.7
0.7,6.9,4.7,14.5,13.7,28.2
1.2,6.7,5,14.5,9.6,24.1
0.7,9,4.8,14.5,12.1,26.6
0.6,0.9,12.4,14.5,29.3,43.8
2.1,12.2,0.1,14.5,8.5,23
3.2,0.6,1.4,14.5,49.6,64.1
1.4,1.4,11.1,14.5,16.9,31.3
0.8,12.7,0.1,14.5,17.3,31.8
1.5,2,9.2,14.5,15.1,29.5
1,5.7,7.5,14.5,9.2,23.6
6.2,2.9,5.4,14.5,23.2,37.7
1.5,5.4,3.8,14.5,75.2,89.6
0.7,7.4,5.9,14.5,9.1,23.6
0.4,3.2,9.9,14.5,63.5,77.9
1.2,7.2,5.5,14.5,32.5,47
2.4,5,6.9,14.5,219.5,234
2.2,1.7,6.4,14.5,31.7,46.2
2,1.1,10.5,14.5,41,55.5
0,3.9,7.1,14.5,115.5,130
0.6,2.6,10.4,14.5,130.2,144.6
0.6,10,1.9,14.5,4,18.5
0.8,8.8,3.5,14.5,12.7,27.2
1,4.8,8.8,14.5,12.4,26.9
1.3,5.3,7.2,14.5,12.9,27.4
1.3,4.4,8.6,14.5,17.4,31.9
2,0.7,11.2,14.5,14.2,28.7
2.1,1,7.2,14.5,11.8,26.2
0.6,9.1,0,14.5,165.9,180.4
1.2,4.2,4.4,14.5,5.3,19.8
0.8,1.9,11.7,14.5,31.4,45.9
2.1,9.7,2.6,14.5,21.3,35.8
1,3.9,0,14.5,31.8,46.3
1.4,0.8,11.7,14.5,3.9,18.3
2,-1.4,9,14.5,5.1,19.6
0.7,0.7,11.7,14.5,17,31.5
2.4,9.6,2.5,14.5,13,27.5
1,2.8,9.4,14.5,17.5,32
7.4,2.1,0,14.5,22.9,37.3
0.8,0.8,11,14.5,26.2,40.7
1.8,3.4,9,14.5,46.1,60.5
1.8,4,5.3,14.5,23.9,38.4
1.1,7.5,5.7,14.5,67.5,82
1,-1,12.2,14.4,47.6,61.9
0,10,4.4,14.4,31.9,46.3
1,2.2,10,14.4,47,61.3
3.3,5.5,5.4,14.4,79,93.4
2.2,7.4,4.8,14.4,0.9,15.2
3.7,-0.9,7.7,14.4,70.9,85.3
1.1,1.4,11.1,14.4,22.7,37.1
1.4,3.6,8.5,14.4,31.4,45.8
1,-0.4,6.6,14.4,19.4,33.9
0.9,0.2,13,14.4,37.8,52.2
0.6,5.7,8.1,14.4,18.7,33.1
1.2,-0.5,8.1,14.4,65.6,79.9
1.8,4.2,1.7,14.4,28.8,43.2
0,6.6,7,14.4,256.3,270.7
0.7,2.9,9.9,14.4,63.8,78.2
1.7,7.6,5.1,14.4,63.6,78
5.7,2.9,1.8,14.4,10.9,25.3
0.7,2.1,11.4,14.4,34.7,49.1
1.1,0.5,12.1,14.4,8.3,22.7
2.1,12.1,0,14.4,0.1,14.5
0,7.7,5,14.4,124.6,139
2,6.7,0,14.4,10.4,24.8
1.1,1.8,11.3,14.4,32,46.4
0,0.3,13.8,14.4,33.3,47.7
1.3,1.6,11.5,14.4,106.3,120.7
1.8,1.4,11.2,14.4,,
2.1,1.9,0,14.4,12.7,27.1
0,13.1,0,14.4,53.1,67.5
0,6.6,7.4,14.4,3.8,18.2
0,13.6,0.8,14.4,5.9,20.3
1.4,1.7,11.1,14.4,47.9,62.3
3.2,2.5,7.5,14.4,10.4,24.8
1,3.4,9.9,14.4,26.1,40.6
0.7,5.9,7.8,14.4,21.1,35.5
1.7,-0.9,12.1,14.4,3.8,18.2
1.2,7.8,4.3,14.4,71.1,85.5
0.8,-0.2,2.2,14.4,15.3,29.8
1.7,5.5,7,14.4,22.7,37.1
2.2,0.9,10.3,14.4,1,15.5
0.7,6.1,0.2,14.4,17.1,31.5
1,1,10.1,14.4,7.5,21.9
0.9,-0.1,12.1,14.4,10.8,25.2
2.1,6.2,5.4,14.4,30.1,44.6
1.4,3,8.8,14.4,10.4,24.7
1.4,1.9,11,14.4,9.3,23.7
1.2,-3.3,12.7,14.4,105.6,120
4.9,0.7,8.7,14.4,7.2,21.5
5.6,2.6,5.5,14.4,50.6,64.9
1.3,2.9,9.5,14.4,42.9,57.3
1.7,2.4,10.3,14.4,45.4,59.8
1.9,0.2,0,14.4,8.8,23.1
1.7,2.7,9.5,14.4,57.8,72.2
1.1,5.8,6.8,14.4,11.5,25.9
3.8,3.8,6.8,14.4,64.5,79
3.7,0.8,9.7,14.4,152.5,166.9
1,0.5,12.6,14.4,88.6,103.1
2.5,0.8,8.8,14.4,142.4,156.9
0.4,-0.2,12.6,14.4,30.5,44.9
2.4,1.4,9.2,14.4,14,28.5
1.2,3.9,8.7,14.4,14.7,29.1
0,4,0.2,14.4,5.9,20.2
1.9,5.5,6.8,14.4,3.8,18.1
0,5.8,7.4,14.4,6.7,21
1,-0.2,12.2,14.4,8.5,22.9
1.4,8.2,4.2,14.4,9.8,24.1
0,0.7,4.8,14.4,61.2,75.7
1.2,0.1,12.3,14.4,59.7,74.1
0,4.7,9.7,14.4,315.9,330.3
2.4,9.6,2.4,14.4,4.4,18.8
0,4.3,9.7,14.4,85.7,100
1.4,-0.1,12.3,14.4,13.6,28
0,5.9,5.4,14.4,102.1,116.5
1.2,-1.1,12.4,14.4,13.6,28
0.4,8.7,4.6,14.4,7.8,22.2
0,10.4,3.8,14.4,82.7,97.1
5.4,-3.4,7.7,14.4,20.8,35.3
1.3,2.7,9.4,14.4,46.7,61.1
0,2.7,10.6,14.4,5.4,19.8
1.5,7.5,4.9,14.4,8.9,23.3
0,0.9,13.5,14.4,30.8,45.2
1,2.6,9.9,14.4,24.7,39.1
0.5,10.9,3,14.4,4,18.4
0.9,-5.6,11.7,14.3,35.6,49.9
1.6,4,6.7,14.3,250.2,264.5
0.4,6.1,7.4,14.3,73,87.3
1.3,6.8,5.5,14.3,12.6,26.9
1.6,0.5,11.8,14.3,18.2,32.5
1.1,3.6,9,14.3,8.1,22.3
1.3,1.6,11.3,14.3,16.1,30.4
0,5.8,7.3,14.3,59.1,73.4
1.7,5.1,3.6,14.3,15.5,29.8
2.1,3.7,6.6,14.3,219.9,234.1
0.7,3,7.5,14.3,4.1,18.4
2.7,9.3,2.3,14.3,12.3,26.7
2.6,1.1,10.7,14.3,16.6,30.9
4.4,-0.1,6.9,14.3,44.3,58.6
1.8,0.5,9.9,14.3,20.3,34.6
1.2,0.5,8.8,14.3,4.9,19.2
1.2,6.1,5.7,14.3,16.1,30.4
1.2,9.6,3.3,14.3,27.1,41.4
1.8,6,5.3,14.3,9.6,23.9
1.8,4.4,7.9,14.3,36.1,50.5
1.2,0.7,12,14.3,8,22.4
2.2,0.7,11.1,14.3,43.1,57.4
0.8,1.1,10.9,14.3,64.7,79
0,9.3,4.9,14.3,53.4,67.7
1.2,0.5,8.1,14.3,12.9,27.2
0.6,11.1,2.6,14.3,19.4,33.7
3.7,6.6,0,14.3,28.6,42.9
1.9,-3.6,10.5,14.3,49.7,64
0.5,9.5,4.2,14.3,46.6,60.9
0.6,-0.4,13.1,14.3,13.7,27.9
3.8,1.1,7.7,14.3,15.7,30
1.1,8.9,4.3,14.3,7.4,21.7
0.7,-2.6,3.8,14.3,123,137.3
1.5,1.2,8.8,14.3,92.4,106.6
1.7,3.9,6.8,14.3,36.3,50.6
0.5,5.7,8,14.3,18.8,33
0,0,14.3,14.3,6,20.3
0.5,7.7,6.2,14.3,2.6,16.9
1.1,6.5,4.7,14.3,,
1,1.4,11.1,14.3,29.6,43.9
1.3,2.5,5,14.3,10.4,24.6
1.1,13.3,0,14.3,0.6,15
1.8,0.3,11.6,14.3,3.9,18.2
2.6,5.7,5.9,14.3,9.2,23.5
2.7,8.1,1.3,14.3,13.9,28.2
2,3.9,3.1,14.3,66.7,81
2.9,1.1,10.3,14.3,13.5,27.8
1.8,0.4,1,14.3,31.7,46
0.5,2,11.7,14.3,37.4,51.7
1.1,4.6,6.2,14.3,16.8,31.1
1.8,10.1,2.3,14.3,21.6,35.8
1.4,-0.4,8.1,14.3,59.1,73.4
1.2,6.9,6.2,14.3,4.7,18.9
2,4,7.4,14.3,7.6,21.9
2.1,4.4,6.4,14.3,90.8,105.1
0,1.9,7.5,14.3,117.3,131.5
0.5,1.1,10.4,14.3,30.3,44.6
0,0.9,13.3,14.3,67.5,81.8
0.7,1.2,12.3,14.3,16.1,30.4
0.3,5.3,8.2,14.3,9.6,24
0.5,6.2,5.4,14.3,37.9,52.2
3.7,3,5.5,14.3,54.3,68.6
2.7,4.3,5.9,14.3,66.6,80.9
0.6,9.3,4.4,14.3,7.3,21.6
1.8,2.6,8.4,14.3,9.9,24.1
1.2,-8.6,6.6,14.3,69.2,83.5
0.8,0.7,12.4,14.3,88.5,102.8
2.2,0.7,3.2,14.3,63.7,78
1,6.7,6.5,14.2,28.3,42.5
2,0.7,9.5,14.2,45.5,59.7
1.1,2.3,10.6,14.2,23.6,37.8
1.3,3.4,9.2,14.2,61.2,75.4
1,0.1,11.2,14.2,65,79.2
2.5,4.9,4.4,14.2,99.6,113.8
0.9,8.6,4.6,14.2,18.6,32.8
1.9,6.5,4.7,14.2,25.8,40
1.6,2.4,10,14.2,106.8,121.1
0,10.2,2.8,14.2,84.8,99
4.6,-0.4,4.1,14.2,5,19.2
3.8,7.3,3.1,14.2,,
0.3,0.8,9.8,14.2,96.1,110.3
0,7.7,5.2,14.2,34.9,49
3.5,1.8,5.6,14.2,6.7,20.8
1.2,8,4.8,14.2,3.5,17.6
1,3.2,8,14.2,97.8,112
0,2.3,0,14.2,64.7,78.9
2.5,-2.1,8.7,14.2,28.5,42.7
2.2,3.5,8.3,14.2,14.6,28.8
0.6,11.5,2.1,14.2,3.9,18.1
3.2,0.6,10.4,14.2,11.4,25.6
0.6,3.4,3.7,14.2,52.7,66.9
0.8,0.7,10.9,14.2,50.2,64.4
1.5,2.6,9.4,14.2,14.9,29.1
0.8,0.4,8.5,14.2,5.7,19.9
0.9,4,9.2,14.2,58.9,73.1
0.9,9.3,0,14.2,0.1,14.3
0.6,0.4,12.2,14.2,50.7,64.9
1.2,5.3,7.7,14.2,62,76.2
1.6,4.4,8.2,14.2,8,22.1
0.4,-0.3,10.6,14.2,26.9,41.1
1.1,0.6,3.3,14.2,100.6,114.8
1.2,3.9,9,14.2,27.9,42.1
1.9,2.5,9.2,14.2,86.1,100.3
1.4,1.6,10.9,14.2,31.6,45.8
1,1.9,2.8,14.2,76.1,90.2
1.3,3.2,9.6,14.2,9,23.2
4.5,2.1,7.6,14.2,3.3,17.5
2.7,0.4,8.1,14.2,97.7,112
2.8,5.8,5.5,14.2,35.4,49.5
1,5.6,6.9,14.2,16,30.2
0,5.9,8.3,14.2,90,104.2
1.2,2,11,14.2,40.8,55
2.1,3.1,7.1,14.2,36.8,51
1.3,0.5,11.9,14.2,34.2,48.4
2.1,8,3.8,14.2,42.9,57.1
2.5,3.2,8.4,14.2,75.4,89.6
7,0.7,5.6,14.2,32.3,46.5
0.5,2.4,10.9,14.2,0.3,14.5
2.9,-0.4,10.4,14.2,11.4,25.6
2.8,3.2,5.8,14.2,5.3,19.4
1,5.3,6.8,14.2,51,65.2
0,7.6,6.4,14.2,46.9,61.1
0.9,6.5,6.3,14.2,7.9,22.1
1.3,2.5,7.7,14.2,33.2,47.3
1,3.7,1.3,14.2,15.9,30.1
3,1.2,8.9,14.2,44.5,58.7
1.4,3.9,7.4,14.2,2.7,16.8
1.7,2.7,8.1,14.2,71.8,86
1.9,10.8,0.9,14.2,143.5,157.7
4,-1.6,8.4,14.2,70.9,85.1
1.5,10,2.7,14.2,2.4,16.6
0.4,-4.6,0.7,14.2,14,28.2
1.6,7.8,4.5,14.2,6.7,20.9
2.7,4.5,6.6,14.1,14.1,28.2
0,8.6,0.9,14.1,195.6,209.7
1.8,-36.8,11.2,14.1,30.6,44.7
2.2,7.2,4.6,14.1,68.7,82.8
1.4,3.7,9,14.1,40.3,54.4
0.7,2.1,8.2,14.1,23.8,37.9
2.3,-6,6.9,14.1,69.3,83.4
1,0.8,8.6,14.1,72.2,86.3
1.6,6.3,1.3,14.1,195.9,210.1
6.9,3.8,3.4,14.1,582.8,596.9
1.3,7.1,2.8,14.1,11.7,25.8
1.1,3.2,9.2,14.1,8.2,22.3
3.4,5.4,5.3,14.1,17.7,31.8
0.7,-0.1,12.2,14.1,81.7,95.8
1.9,-1.4,9.7,14.1,21.5,35.6
4.1,2.9,5.5,14.1,15.4,29.5
1.6,-0.4,9.6,14.1,11.7,25.8
1,3.3,9.9,14.1,30.9,45
1.6,-0.1,10.6,14.1,25.7,39.8
1.9,4.5,5.7,14.1,30.1,44.2
1.2,-0.5,11,14.1,39.3,53.4
2,7.1,4.2,14.1,13.4,27.5
2.9,7.9,2.8,14.1,6.8,20.9
1,5,8,14.1,4.1,18.1
1.1,4.7,7.7,14.1,12.5,26.6
0.5,0.5,11.9,14.1,2,16.1
0.8,-3.1,12.3,14.1,9.8,23.9
0.7,11.5,1.9,14.1,8.6,22.7
1.3,8.3,4.1,14.1,7,21.1
2.4,2.5,9.1,14.1,31.8,45.8
0,0,14.1,14.1,27.4,41.5
3,3.1,7.9,14.1,38.8,52.8
0,9.1,5,14.1,33.8,48
0.4,-1.2,9.9,14.1,78.4,92.4
1.7,0.8,11.6,14.1,135.3,149.4
1.5,4.1,8.1,14.1,18.6,32.6
1.3,0.4,12.4,14.1,10.2,24.3
1.3,1,11.8,14.1,7.7,21.8
1.2,3.6,9.1,14.1,22,36
1,3.7,9,14.1,16.3,30.4
1.8,-0.2,10.9,14.1,56.4,70.5
1.1,3.8,9.2,14.1,4.8,18.9
5.1,3.5,5.5,14.1,25.5,39.5
3,3.9,7.2,14.1,6.3,20.4
0.7,3.8,9.4,14.1,11,25.1
1.4,2.5,7.9,14.1,31.2,45.3
0.5,2,10.6,14.1,8.7,22.8
2.8,0.4,7.2,14.1,36,50.1
1.2,6.6,5.8,14.1,2.8,16.9
1.2,1.1,11.4,14.1,9.3,23.4
2.3,5.3,6.2,14.1,11,25.1
0.2,6.9,6.6,14.1,4.9,19
0.6,11,2.5,14.1,47.8,61.9
2.6,0.8,0,14.1,24.6,38.7
1.9,0.3,11.7,14.1,58.7,72.8
2.3,2.8,8.3,14.1,16,30
1.4,1.1,11,14.1,16.7,30.8
0,10.9,3.1,14.1,35.5,49.6
3.3,4.5,6.3,14.1,22.5,36.6
2.2,6.9,2.5,14.1,3.6,17.6
0.8,3,7.4,14.1,4.8,18.8
1.7,9.1,3.2,14.1,19.6,33.6
0,8.4,5.7,14.1,8.8,22.9
2.6,0.4,8.5,14.1,62,76.1
1.3,2.7,8.5,14.1,1.9,16
1.4,10.5,2.2,14.1,2.9,16.9
4.9,2.2,6.9,14.1,83.8,97.9
0.8,7.9,2.6,14.1,3.5,17.5
2.8,7.4,3.5,14.1,28.9,43
1.4,2.7,5.9,14.1,73.1,87.2
1.2,3.7,8.4,14.1,19,33.1
1,13,0,14,13.2,27.2
0.7,7.7,3.8,14,103.6,117.6
1.4,1.7,10.4,14,9.6,23.6
0,10.5,3.5,14,7.5,21.5
0.5,10.9,1.6,14,70.4,84.4
1,0.9,12,14,38.8,52.8
2,4.4,5.5,14,3,17
1.4,-2.9,11.5,14,11.7,25.6
2.5,8.1,3.2,14,122.2,136.2
1.6,1.5,3.3,14,8.1,22.1
0.5,3,10.1,14,10.3,24.3
1.7,1.3,10.6,14,65.4,79.4
4.5,-0.5,9.5,14,10.5,24.4
1.6,6.3,5.8,14,19.1,33.2
1.3,3.8,6.9,14,6,20
1.5,2.2,8.5,14,49.3,63.3
0,6.9,7.1,14,25.1,39.1
1.2,5.1,6.5,14,60.7,74.6
1.8,9.4,2.7,14,1.1,15.1
0,4.6,9.4,14,32,46
1.5,1.1,9.9,14,93.8,107.8
2.8,3.8,5,14,60,74.1
2,4.4,5.7,14,23.5,37.5
2.3,2.8,6.8,14,15.7,29.6
1.1,3.3,6.7,14,7.2,21.2
0.8,-1.5,6.8,14,59.1,73.1
0.4,6.5,7.1,14,3.7,17.7
1.9,-4.9,11.3,14,13.8,27.8
0.8,5.6,7.6,14,30.8,44.8
0.6,9.9,1.5,14,60,74
2.6,0.7,2.2,14,49.2,63.2
0,2.8,5.2,14,11.3,25.3
2.5,3.1,8.2,14,32.9,46.8
2.7,1.5,8.2,14,41.8,55.8
2.3,1.6,9.6,14,34.5,48.5
2.3,3.1,8.6,14,20,34
1.7,4.4,7.9,14,86.1,100.1
1,6.6,6.5,14,224.5,238.5
0.4,2.1,4.4,14,20.6,34.5
4.1,0.2,9.3,14,8.6,22.6
2.5,2.8,7.8,14,19.3,33.3
4.8,-3.9,6.3,14,10.4,24.4
2.8,3.8,6.2,14,16.4,30.4
1.6,-0.6,4.2,14,30.9,44.9
0.6,7.8,5.6,14,20.6,34.7
1.2,8.8,3.7,14,7.8,21.8
0.7,1.5,11.8,14,18.8,32.9
2.7,5.6,5.6,14,4.7,18.6
0.5,0.2,13.2,14,14.7,28.7
3.6,3.7,6.5,14,6.9,20.9
1.1,2.5,9.9,14,120.4,134.4
0.7,12.3,0.5,14,123.6,137.6
0,1.3,10.1,14,127,140.9
1.3,-0.3,11.2,14,15.9,29.9
1,1.9,10.9,14,12.2,26.2
1.2,11.3,0,14,25.1,39.1
1.2,2,6.7,14,35.3,49.3
2.1,8.6,3.2,14,2.3,16.3
1.5,0.8,11.7,14,16.8,30.8
1.5,9.2,2.7,14,31.3,45.3
0.9,1.5,11.5,14,43.8,57.7
1.5,1.9,10.5,14,32.6,46.5
1.7,-0.3,1.9,14,27.3,41.3
2.4,7.5,3.6,14,65.9,79.9
1,5.6,7.3,14,23.8,37.8
0,7.5,6.4,14,13.1,27.2
1.1,12.7,0,14,16.7,30.7
0,6.3,7.3,14,2.7,16.7
3.2,1.5,9.2,14,60.6,74.5
2,5.4,2.1,14,75.1,89.1
1.4,6.8,5.2,14,31.5,45.5
0.5,13.5,0.1,14,3.5,17.5
2.4,7.9,3.7,14,31.9,45.9
1.3,2.8,2.1,14,8.9,22.9
0,8.7,5.3,14,53.4,67.3
1.5,1.8,10.3,14,45.7,59.7
1.5,7.9,3.2,14,41.3,55.3
1.5,3.7,7.4,14,12,26
0.6,2,6.9,14,4.8,18.8
4.5,-0.9,8.5,14,15.4,29.4
2.2,5.1,3.6,13.9,47.9,61.9
0.5,0.7,9.3,13.9,66.3,80.2
1.6,0.1,1.8,13.9,18.3,32.2
1.6,2.6,1.9,13.9,13.7,27.6
1.6,12.1,0,13.9,45.9,59.8
1,4.4,5.8,13.9,12.1,26
1.2,6.6,5.5,13.9,65.9,79.8
2.7,-12.1,7.4,13.9,36.1,50
1.3,6.7,3.9,13.9,10,23.9
3,4.1,6.4,13.9,12.3,26.1
0.7,8.5,4.7,13.9,26.4,40.2
1.2,-1.7,12.2,13.9,176.5,190.4
0.9,4.1,8.4,13.9,44.7,58.6
1.6,12.1,0.1,13.9,7.1,21
2,1.1,10.6,13.9,0.3,14.2
1.1,6.6,6.2,13.9,31.6,45.5
1.1,7.6,3.6,13.9,26.1,40
2.4,-0.4,11,13.9,31.7,45.5
1.5,3.5,8.9,13.9,18.7,32.6
1.5,5.9,6.5,13.9,15.6,29.5
0.8,11.4,1.6,13.9,0,13.9
1.7,10.3,1.7,13.9,103.5,117.4
0,1.6,7.1,13.9,95.6,109.5
0,3.8,9.9,13.9,16.3,30.2
0,0,13.9,13.9,9.3,23.2
3.4,4.3,4.4,13.9,45.2,59.1
1,2.5,4.9,13.9,7.2,21.1
0.6,7.3,6,13.9,13.4,27.3
1.7,-0.2,4,13.9,20.8,34.7
0.8,7.2,5.7,13.9,38.1,51.9
0,2.9,11,13.9,11.4,25.3
1.1,5.7,6.9,13.9,26.2,40.1
2.2,1.5,9.7,13.9,39.6,53.5
3.5,1.6,7.1,13.9,55.5,69.3
0.8,9.4,3.6,13.9,37,50.8
0.5,1.9,8,13.9,47.7,61.6
0.6,-0.1,0,13.9,17.5,31.4
3.9,0.2,9.5,13.9,8.4,22.3
1.2,9.2,3.5,13.9,6.5,20.4
1.9,3.5,5.4,13.9,44.7,58.6
1.7,4.1,4.2,13.9,75,88.9
0.9,0.9,11.9,13.9,34.9,48.8
1.3,9.6,2.8,13.9,9.4,23.4
3.6,2,8,13.9,35,48.9
1,3.2,9.7,13.9,94.9,108.8
1.2,6,6.6,13.9,20.4,34.2
2.2,3.2,8,13.9,13,27
0,4.3,9.6,13.9,56.8,70.6
1.3,1.5,0,13.9,158.4,172.3
1.5,7,5.2,13.9,9.6,23.5
0,7.1,6.5,13.9,173.1,187.1
3.7,0.7,9.5,13.9,53,66.9
2.7,0,10,13.9,11.9,25.8
1.1,5,0.5,13.9,3.7,17.6
3.4,0.3,8.8,13.9,80.4,94.3
5.4,2,6,13.9,30.8,44.7
1.2,9.5,2.3,13.9,7.6,21.5
1,10.7,1.7,13.9,9.9,23.8
1.2,5.3,5.7,13.9,32.8,46.7
0.8,1.9,9.2,13.9,86,99.9
6.9,1.1,5.4,13.9,13.6,27.5
0.6,6,2.2,13.9,22.5,36.4
2.3,7.9,3.7,13.9,2.2,16.1
1.6,7.5,4.8,13.9,43.1,57
2.4,8.2,3,13.9,30.8,44.7
3.6,0.7,7.5,13.9,50.6,64.5
0,3.6,10,13.9,62.1,76
2.7,2.6,8.2,13.9,80.8,94.6
1.3,8.2,2.2,13.9,157.5,171.3
0.9,11.8,0,13.9,86.1,100
1.2,10.3,2.3,13.9,9.7,23.6
1.2,2.5,10.1,13.9,26.4,40.3
1.1,6.3,4.2,13.9,63.8,77.7
1,-1.7,11.1,13.9,0.2,14.1
1.9,0.7,10.3,13.9,42.9,56.8
0.8,3.1,6.8,13.9,39.5,53.4
2.8,3.3,6,13.9,24.1,38
1.8,0.7,11.3,13.9,24.9,38.8
0,1.2,12.6,13.9,56,69.9
1.6,1,9.1,13.9,7.1,21
1.7,4.5,7.2,13.9,24.7,38.6
3.6,-1.1,9.4,13.8,106.4,120.2
3.1,,4,13.8,3.1,16.9
2.7,0.7,9.4,13.8,124.6,138.4
1.9,4.5,7,13.8,18.7,32.5
3.5,1.5,7.7,13.8,8.4,22.2
2.5,1.5,3,13.8,8.4,22.3
1.2,0.5,10.1,13.8,9.4,23.2
2.2,5.8,5.3,13.8,5.5,19.3
1,0,11.9,13.8,20.8,34.6
3.2,-0.4,8.9,13.8,11.1,24.9
4.6,8.8,0,13.8,22.1,35.9
0.8,2.7,2.9,13.8,3.6,17.4
1.4,2,10,13.8,4.3,18.1
0.8,11.1,1.7,13.8,29.4,43.2
2,5.7,6.1,13.8,0.5,14.3
1.8,-9,9.9,13.8,81.3,95.1
2.7,1.1,10,13.8,26.1,39.9
1.6,3.3,8,13.8,44.4,58.2
1.5,5.7,5.8,13.8,63.4,77.2
0.8,6.6,6.3,13.8,30.3,44.1
0.6,5.3,6.7,13.8,26.5,40.3
1.9,0.7,9.8,13.8,33.9,47.7
1,2.1,10,13.8,1.7,15.5
2.2,0.9,10.4,13.8,57.8,71.6
1.1,1.1,10.3,13.8,62.7,76.5
0.6,11.3,1.9,13.8,3.1,16.9
2,-1.4,10.4,13.8,9.7,23.4
1.1,11.8,0.5,13.8,9.7,23.5
1.3,3.9,8.5,13.8,30.9,44.6
1.3,3.7,7.8,13.8,17.7,31.5
2.1,3.3,8.3,13.8,34.3,48
1.3,0.2,3.9,13.8,36.5,50.3
1.4,3.4,5.2,13.8,199.8,213.6
0.8,-0.2,10.6,13.8,37.5,51.3
1.4,4.3,8.1,13.8,30.5,44.4
2.4,2.8,8.2,13.8,31.5,45.2
0.7,6,3.1,13.8,21.3,35.1
0.9,1,11.2,13.8,46.1,60
1.4,-1.6,12,13.8,6,19.7
